shippriority,customerclass,category,productline,warehouse,regionlookup,censusdivision,stateorprovince,orderdate,affiliate,discount,unitprice,shipcost,profit,qty,sales,orderyear
One Day,Corporation,pens,Writing Stuff,Central W05,South,South Atlantic,Maryland,08-11-2013,Google,0.18,18.48,7.17,-75.0092,6,50,2013
One Day,Corporation,pens,Writing Stuff,Central W05,South,West South Central,Texas,12-09-2008,Bing,0.12,253.99,2,13.5412,13,"2,141.00",2008
One Day,Corporation,pens,Writing Stuff,North East W03,South,West South Central,Texas,17-03-2009,Google,0.1,51.48,3.91,-110.0645,11,81,2009
One Day,Corporation,pens,Writing Stuff,South West W02,South,South Atlantic,North Carolina,14-02-2009,Bing,0.15,180.27,32,"1,048.73",19,"3,280.00",2009
One Day,Corporation,photo copier,Copying Stuff,Central W05,South,East South Central,Mississippi,08-06-2014,Supply Comparer,0.06,39.99,-1.7,-239.913,27,808,2014
One Day,Corporation,photo copier,Copying Stuff,Central W05,South,East South Central,Tennessee,10-04-2014,Google,0.1,172.93,17.99,114.2852,14,"1,956.00",2014
One Day,Corporation,photo copier,Copying Stuff,South West W02,South,West South Central,Louisiana,02-01-2011,Google,0.12,51.58,4.99,376.81,14,484,2011
One Day,Corporation,photo paper,Copying Stuff,Central W05,South,East South Central,Alabama,03-12-2013,Cheap Suppliez,0.03,24.28,0.57,67.7572,19,126,2013
One Day,Corporation,photo paper,Copying Stuff,Central W05,South,East South Central,Tennessee,21-03-2009,Supply Comparer,0.18,108.99,-0.5,-10.1856,2,105,2009
One Day,Corporation,photo paper,Copying Stuff,Central W05,South,South Atlantic,North Carolina,16-04-2010,Google,0.24,5.1,-4.3,"2,229.00",12,25,2010
One Day,Corporation,photo paper,Copying Stuff,Central W05,South,South Atlantic,South Carolina,04-09-2014,Consumer Choice,0.04,44.7,5.47,-82.4694,23,431,2014
One Day,Corporation,photo paper,Copying Stuff,Central W05,South,South Atlantic,Virginia,26-09-2008,Supply Comparer,0.04,69.81,9.32,-14.4045,13,182,2008
One Day,Corporation,photo paper,Copying Stuff,North East W03,South,South Atlantic,Florida,09-10-2013,Consumer Choice,0.12,33.61,-1.5,60.249,14,43,2013
One Day,Corporation,photo paper,Copying Stuff,North West W01,South,West South Central,Louisiana,13-08-2011,Turbo Schoolz,0.18,132.99,6.08,2.4056,22,"2,377.00",2011
One Day,Corporation,photo paper,Copying Stuff,South West W02,South,East South Central,Kentucky,07-03-2008,Bing,0.3,51.14,0.53,41.823,21,317,2008
One Day,Corporation,photo paper,Copying Stuff,South West W02,South,South Atlantic,North Carolina,24-03-2013,Bing,0.16,61.01,-0.01,2.7244,8,73,2013
One Day,Corporation,photo paper,Copying Stuff,South West W02,South,South Atlantic,Virginia,20-02-2012,Supply Comparer,0.12,50.44,-0.73,-6.2426,1,40,2012
One Day,Corporation,scissors,Paper Stuff,Central W05,South,West South Central,Texas,24-10-2012,Consumer Choice,0.03,68.94,0.08,452.6403,20,783,2012
One Day,Corporation,scissors,Paper Stuff,North West W01,South,South Atlantic,Virginia,04-01-2011,Yahoo,0.02,35.78,-1.61,"3,926.37",12,141,2011
One Day,Corporation,scissors,Paper Stuff,South East W04,South,East South Central,Tennessee,13-05-2008,Google,0.09,47.97,4.99,-161.1246,5,226,2008
One Day,Corporation,sharpner,Writing Stuff,North East W03,South,South Atlantic,Florida,09-12-2014,Official Warz,0.24,18.1,1.05,-13.5408,11,86,2014
One Day,Corporation,sharpner,Writing Stuff,South East W04,South,South Atlantic,Georgia,08-03-2008,Bing,0,64.41,-3.01,70.101,8,329,2008
One Day,Corporation,sharpner,Writing Stuff,South West W02,South,East South Central,Kentucky,01-06-2011,Bing,0.08,12.98,4.28,-9.3472,16,85,2011
One Day,Corporation,sharpner,Writing Stuff,South West W02,South,West South Central,Oklahoma,06-05-2008,Google,0.06,15.68,3.93,-38.722,8,53,2008
One Day,Corporation,sharpner,Writing Stuff,South West W02,South,West South Central,Texas,10-10-2010,Consumer Choice,0.06,128.69,15.99,104.6112,2,177,2010
One Day,Corporation,shredders,Paper Stuff,Central W05,South,South Atlantic,Florida,10-12-2009,Bing,0.15,21.35,-0.98,-34.4185,20,132,2009
One Day,Corporation,shredders,Paper Stuff,Central W05,South,South Atlantic,North Carolina,28-04-2008,Yahoo,0.16,81.99,3.99,-128.4685,8,493,2008
One Day,Corporation,shredders,Paper Stuff,Central W05,South,West South Central,Arkansas,03-06-2014,Google,0.15,27.28,4.18,-11.4741,3,21,2014
One Day,Corporation,spirals,Copying Stuff,Central W05,South,South Atlantic,Georgia,09-10-2011,Google,0.12,96.99,-1.75,-14.6015,24,990,2011
One Day,Corporation,spirals,Copying Stuff,Central W05,South,West South Central,Texas,21-06-2011,Google,0.24,18.73,5.42,-35.72,5,91,2011
One Day,Corporation,spirals,Copying Stuff,North East W03,South,South Atlantic,North Carolina,09-04-2008,Bing,0.09,28.68,-4.3,-97.9064,13,21,2008
One Day,Corporation,staplers,Paper Stuff,Central W05,South,West South Central,Arkansas,28-10-2010,Official Warz,0.12,32.3,-4.5,"1,138.75",1,13,2010
One Day,Corporation,staplers,Paper Stuff,North East W03,South,South Atlantic,Georgia,22-03-2012,Bing,0.06,58.68,3.3,117.0624,19,126,2012
One Day,Corporation,staplers,Paper Stuff,South West W02,South,West South Central,Arkansas,15-03-2011,Google,0,6.24,1.41,713.9155,26,117,2011
One Day,Corporation,tape,Paper Stuff,Central W05,South,South Atlantic,Georgia,24-06-2011,Google,0,40.98,2.97,-170.739,14,267,2011
One Day,Corporation,tape,Paper Stuff,Central W05,South,West South Central,Louisiana,24-05-2013,Google,0.15,45.91,2.25,-184.428,21,309,2013
One Day,Corporation,tape,Paper Stuff,North East W03,South,West South Central,Arkansas,17-08-2010,Google,0.16,32.98,1.5,-849.1994,9,72,2010
One Day,Corporation,tape,Paper Stuff,South East W04,South,West South Central,Arkansas,09-09-2010,Cheap Suppliez,0.04,59.78,6.09,-104.736,1,15,2010
One Day,Corporation,toner,Printing Stuff,Central W05,South,South Atlantic,Florida,15-05-2008,Google,0.06,21.06,7.86,-171.2438,36,345,2008
One Day,Corporation,toner,Printing Stuff,Central W05,South,South Atlantic,South Carolina,17-07-2013,Yahoo,0.08,32.88,-1.96,-78.6028,1,9,2013
One Day,Corporation,toner,Printing Stuff,North East W03,South,South Atlantic,Virginia,21-03-2011,Supply Comparer,0.3,51.71,-2.07,683.298,9,32,2011
One Day,Family,book shelf,Office Stuff,Central W05,South,West South Central,Texas,14-03-2014,Bing,0.08,203.99,6.99,450.9372,9,"1,255.00",2014
One Day,Family,book shelf,Office Stuff,North East W03,South,South Atlantic,Delaware,23-07-2014,Supply Comparer,0.06,151.99,14.99,-288.7145,1,111,2014
One Day,Family,chair,Office Stuff,South West W02,South,South Atlantic,Florida,15-06-2013,Turbo Schoolz,0.14,60.34,9.25,-107.1707,13,131,2013
One Day,Family,desk,Office Stuff,Central W05,South,South Atlantic,Florida,28-12-2012,Bing,0.15,94.99,7.25,4.2042,3,144,2012
One Day,Family,desk,Office Stuff,Central W05,South,South Atlantic,Florida,04-05-2013,Official Warz,0,138.99,4.08,70.7232,3,361,2013
One Day,Family,desk,Office Stuff,Central W05,South,South Atlantic,North Carolina,13-04-2013,Official Warz,0.1,247.99,5.99,107.7185,14,"2,225.00",2013
One Day,Family,desk,Office Stuff,North East W03,South,South Atlantic,South Carolina,28-12-2012,Eco Storez,0.02,31.28,8.99,-80.361,13,420,2012
One Day,Family,file holder,Paper Stuff,Central W05,South,South Atlantic,Florida,05-06-2010,Bing,0.21,31.68,2.16,114.66,1,26,2010
One Day,Family,file holder,Paper Stuff,Central W05,South,South Atlantic,Florida,07-06-2013,Eco Storez,0.14,83.98,4.74,500.6461,12,393,2013
One Day,Family,file holder,Paper Stuff,North East W03,South,West South Central,Texas,10-07-2013,Google,0,44.88,-1.01,9.3216,3,15,2013
One Day,Family,file holder,Paper Stuff,South West W02,South,South Atlantic,North Carolina,21-12-2008,Official Warz,0.1,25.42,3.75,143.7366,11,164,2008
One Day,Family,furniture,Office Stuff,Central W05,South,South Atlantic,South Carolina,28-11-2009,Bing,0.18,17.06,2.89,531.2034,6,38,2009
One Day,Family,Ink,Printing Stuff,South West W02,South,South Atlantic,South Carolina,20-12-2012,Yahoo,0.09,508.99,21.49,200.2012,1,530,2012
One Day,Family,label makers,Paper Stuff,Central W05,South,South Atlantic,Maryland,11-03-2012,Cheap Suppliez,0.03,39.04,-1.03,237.8289,27,378,2012
One Day,Family,label makers,Paper Stuff,South West W02,South,East South Central,Alabama,24-09-2010,Supply Comparer,0.3,26.91,-1.01,-23.0592,5,64,2010
One Day,Family,laser printer,Printing Stuff,Central W05,South,South Atlantic,Delaware,15-04-2014,Consumer Choice,0.18,19.94,1.45,6.6339,11,188,2014
One Day,Family,laser printer,Printing Stuff,Central W05,South,West South Central,Louisiana,05-09-2008,Cheap Suppliez,0.03,66.98,1.61,-41.3292,8,402,2008
One Day,Family,markers,Writing Stuff,North West W01,South,West South Central,Texas,20-05-2014,Eco Storez,0,61.37,2.53,-87.7688,51,419,2014
One Day,Family,markers,Writing Stuff,South West W02,South,South Atlantic,Virginia,21-12-2011,Consumer Choice,0.02,60.67,-3.61,-263.0208,13,216,2011
One Day,Family,organizer,Office Stuff,Central W05,South,South Atlantic,Florida,16-03-2014,Yahoo,0,101.99,-1.01,739.305,22,"1,785.00",2014
One Day,Family,organizer,Office Stuff,Central W05,South,South Atlantic,Georgia,25-12-2014,Google,0.21,196.99,17.99,-557.1692,4,847,2014
One Day,Family,organizer,Office Stuff,Central W05,South,South Atlantic,Virginia,03-10-2013,Supply Comparer,0.14,33.47,-0.98,265.2544,23,57,2013
One Day,Family,organizer,Office Stuff,North East W03,South,West South Central,Texas,28-10-2013,Cheap Suppliez,0.15,19.78,2.96,-44.1085,10,61,2013
One Day,Family,paper,Paper Stuff,Central W05,South,South Atlantic,Georgia,25-10-2014,Google,0.06,35.3,-3.5,-35.0796,8,57,2014
One Day,Family,paper,Paper Stuff,Central W05,South,West South Central,Texas,06-05-2010,Supply Comparer,0,7.84,-1.29,13.743,4,23,2010
One Day,Family,paper,Paper Stuff,South West W02,South,South Atlantic,Florida,01-03-2013,Yahoo,0.1,89.98,16.99,-123.3738,5,333,2013
One Day,Family,pencils,Writing Stuff,Central W05,South,South Atlantic,Virginia,18-04-2011,Cheap Suppliez,0,12.11,0.15,-3.0685,14,119,2011
One Day,Family,pencils,Writing Stuff,Central W05,South,West South Central,Texas,16-07-2014,Google,0.18,58.98,6.83,44.4357,8,184,2014
One Day,Family,pencils,Writing Stuff,North West W01,South,West South Central,Texas,08-11-2009,Official Warz,0.14,53.91,30,-446.8256,16,833,2009
One Day,Family,pencils,Writing Stuff,South West W02,South,South Atlantic,South Carolina,12-02-2013,Google,0.03,52.91,-1.5,57.456,10,52,2013
One Day,Family,pencils,Writing Stuff,South West W02,South,West South Central,Louisiana,12-12-2008,Supply Comparer,0.18,23.74,2.08,602.1774,4,12,2008
One Day,Family,pens,Writing Stuff,Central W05,South,West South Central,Louisiana,28-12-2008,Bing,0.15,43.2,-1.74,60.6326,15,64,2008
One Day,Family,pens,Writing Stuff,North East W03,South,South Atlantic,Virginia,22-10-2012,Google,0.09,57.48,4.79,-46.8832,17,962,2012
One Day,Family,pens,Writing Stuff,South West W02,South,South Atlantic,Maryland,24-07-2013,Google,0.15,41.28,8.15,-39.8772,1,11,2013
One Day,Family,photo copier,Copying Stuff,Central W05,South,South Atlantic,Florida,11-02-2011,Supply Comparer,0.08,56.98,8.39,-41.0496,17,122,2011
One Day,Family,photo copier,Copying Stuff,Central W05,South,South Atlantic,Florida,10-08-2011,Google,0.03,75.97,11.45,-43.9584,8,461,2011
One Day,Family,photo copier,Copying Stuff,Central W05,South,West South Central,Texas,14-05-2008,Official Warz,0,49.37,0.53,-88.6644,12,104,2008
One Day,Family,photo paper,Copying Stuff,Central W05,South,South Atlantic,North Carolina,19-03-2008,Supply Comparer,0.18,26.99,3.03,-108.543,56,376,2008
One Day,Family,scissors,Paper Stuff,Central W05,South,West South Central,Louisiana,06-11-2008,Bing,0.08,15.22,-1.15,71.4891,5,66,2008
One Day,Family,sharpner,Writing Stuff,Central W05,South,West South Central,Texas,03-09-2011,Cheap Suppliez,0,45.4,3.4,32.8006,9,84,2011
One Day,Family,sharpner,Writing Stuff,Central W05,South,West South Central,Texas,28-12-2013,Google,0.03,67.98,17.99,566.6479,17,966,2013
One Day,Family,sharpner,Writing Stuff,North West W01,South,East South Central,Mississippi,08-03-2011,Yahoo,0.3,37.28,9.15,-46.075,9,67,2011
One Day,Family,sharpner,Writing Stuff,South West W02,South,South Atlantic,Virginia,03-11-2012,Consumer Choice,0.06,118.34,21.49,"-2,472.70",4,501,2012
One Day,Family,shredders,Paper Stuff,Central W05,South,West South Central,Texas,23-09-2009,Turbo Schoolz,0.12,45.69,-0.01,60.3825,10,112,2009
One Day,Family,spirals,Copying Stuff,Central W05,South,South Atlantic,Florida,20-05-2012,Bing,0.06,62.48,0.51,-248.3394,4,67,2012
One Day,Family,spirals,Copying Stuff,Central W05,South,West South Central,Texas,02-07-2009,Google,0,65.96,8.22,142.8288,12,646,2009
One Day,Family,spirals,Copying Stuff,South West W02,South,East South Central,Tennessee,26-06-2012,Google,0.06,31.66,3.95,-18.9042,18,203,2012
One Day,Family,spirals,Copying Stuff,South West W02,South,South Atlantic,Florida,05-12-2012,Google,0.24,28.48,3.22,-10.199,6,47,2012
One Day,Family,spirals,Copying Stuff,South West W02,South,South Atlantic,South Carolina,06-10-2009,Official Warz,0.18,40.59,0,-325.4229,2,17,2009
One Day,Family,staplers,Paper Stuff,Central W05,South,East South Central,Alabama,04-04-2014,Official Warz,0.1,407.25,14.99,25.5976,11,"3,939.00",2014
One Day,Family,staplers,Paper Stuff,Central W05,South,South Atlantic,Florida,14-11-2008,Google,0.18,250.1,10.99,-67.621,2,430,2008
One Day,Family,staplers,Paper Stuff,Central W05,South,West South Central,Oklahoma,15-02-2011,Google,0.18,24.98,2.58,202.4288,22,493,2011
One Day,Family,staplers,Paper Stuff,North East W03,South,South Atlantic,Florida,22-09-2008,Official Warz,0.27,46.98,3.5,5.1779,7,319,2008
One Day,Family,toner,Printing Stuff,Central W05,South,East South Central,Mississippi,19-08-2011,Supply Comparer,0.02,21.48,7.05,-10.8438,14,95,2011
One Day,Family,toner,Printing Stuff,North West W01,South,South Atlantic,Florida,04-07-2010,Eco Storez,0.15,48.64,-0.05,-84.5663,5,35,2010
One Day,Hospital,book shelf,Office Stuff,North East W03,South,South Atlantic,Florida,13-09-2012,Google,0.06,57.98,-4.51,-732.7089,11,62,2012
One Day,Hospital,book shelf,Office Stuff,South West W02,South,South Atlantic,Florida,06-03-2011,Yahoo,0.2,161.99,6.99,"3,121.21",8,691,2011
One Day,Hospital,book shelf,Office Stuff,South West W02,South,West South Central,Arkansas,19-03-2012,Cheap Suppliez,0.06,32.68,0.41,759.3993,20,145,2012
One Day,Hospital,chair,Office Stuff,Central W05,South,South Atlantic,Maryland,19-05-2011,Official Warz,0.09,56.97,3.71,-121.554,26,141,2011
One Day,Hospital,chair,Office Stuff,Central W05,South,South Atlantic,North Carolina,28-09-2008,Google,0.03,74.43,16.99,10.8284,19,879,2008
One Day,Hospital,desk,Office Stuff,Central W05,South,South Atlantic,Georgia,02-07-2011,Print Manic,0.1,11.14,-1.08,"1,481.82",20,69,2011
One Day,Hospital,desk,Office Stuff,Central W05,South,South Atlantic,Georgia,07-11-2012,Print Manic,0.1,270.98,13.01,-17.8497,12,"2,791.00",2012
One Day,Hospital,desk,Office Stuff,Central W05,South,South Atlantic,North Carolina,06-01-2008,Supply Comparer,0.06,27.27,0.39,755.2909,19,198,2008
One Day,Hospital,desk,Office Stuff,South East W04,South,South Atlantic,Georgia,09-10-2008,Bing,0.02,57.1,2.05,0.9999,24,180,2008
One Day,Hospital,desk,Office Stuff,South West W02,South,South Atlantic,Florida,19-05-2014,Supply Comparer,0,30.34,-1.36,5.8014,24,247,2014
One Day,Hospital,desk,Office Stuff,South West W02,South,South Atlantic,North Carolina,06-11-2009,Turbo Schoolz,0.18,66.1,-0.51,735.12,3,185,2009
One Day,Hospital,file holder,Paper Stuff,Central W05,South,East South Central,Mississippi,13-05-2013,Yahoo,0.27,121.51,1,-927.3288,19,"1,535.00",2013
One Day,Hospital,file holder,Paper Stuff,Central W05,South,West South Central,Texas,12-10-2010,Google,0.08,66.18,5.55,331.7636,20,593,2010
One Day,Hospital,file holder,Paper Stuff,South West W02,South,East South Central,Alabama,20-03-2013,Official Warz,0.04,16.2,-2.74,-16.5347,15,63,2013
One Day,Hospital,furniture,Office Stuff,Central W05,South,East South Central,Alabama,25-10-2008,Google,0.06,24.82,1.24,-93.0304,7,43,2008
One Day,Hospital,furniture,Office Stuff,Central W05,South,South Atlantic,Georgia,05-07-2013,Google,0.03,56.42,6.68,-292.6665,20,345,2013
One Day,Hospital,furniture,Office Stuff,South East W04,South,West South Central,Texas,16-04-2014,Cheap Suppliez,0.12,45.74,1.08,-69.9608,9,17,2014
One Day,Hospital,inkjet printer,Printing Stuff,Central W05,South,East South Central,Tennessee,15-03-2012,Official Warz,0,238.99,0.26,-3.0576,7,"1,159.00",2012
One Day,Hospital,inkjet printer,Printing Stuff,Central W05,South,South Atlantic,Maryland,01-11-2010,Turbo Schoolz,0.12,10.48,4.35,-56.9547,12,78,2010
One Day,Hospital,inkjet printer,Printing Stuff,South West W02,South,East South Central,Kentucky,12-12-2012,Yahoo,0.12,20.91,3.25,-893.6204,11,197,2012
One Day,Hospital,label makers,Paper Stuff,Central W05,South,East South Central,Tennessee,10-11-2008,Eco Storez,0.06,72.53,-0.51,-47.9136,4,128,2008
One Day,Hospital,label makers,Paper Stuff,Central W05,South,West South Central,Texas,27-09-2012,Turbo Schoolz,0.1,26.95,0,0.97,25,105,2012
One Day,Hospital,label makers,Paper Stuff,South West W02,South,South Atlantic,Florida,11-10-2012,Official Warz,0.21,195.85,14.99,"-5,554.44",13,"1,720.00",2012
One Day,Hospital,laser printer,Printing Stuff,Central W05,South,East South Central,Kentucky,15-11-2008,Google,0.03,20.62,-2.2,-108.3668,15,40,2008
One Day,Hospital,laser printer,Printing Stuff,Central W05,South,South Atlantic,Georgia,15-09-2011,Eco Storez,0.06,46.88,0.59,-131.0976,8,124,2011
One Day,Hospital,laser printer,Printing Stuff,South West W02,South,East South Central,Tennessee,04-05-2012,Yahoo,0.18,38.48,4.6,100.7,10,70,2012
One Day,Hospital,markers,Writing Stuff,Central W05,South,West South Central,Texas,08-11-2014,Supply Comparer,0.18,54.18,-0.96,2.4638,4,24,2014
One Day,Hospital,markers,Writing Stuff,North West W01,South,South Atlantic,Maryland,12-12-2013,Official Warz,0.18,208.99,20.49,574.5103,5,1040,2013
One Day,Hospital,markers,Writing Stuff,South West W02,South,East South Central,Mississippi,19-05-2013,Cheap Suppliez,0.1,22.2,-2.74,18.5549,3,15,2013
One Day,Hospital,office mat,Office Stuff,Central W05,South,South Atlantic,Georgia,12-03-2014,Consumer Choice,0.1,93.99,14.99,-608.0064,11,487,2014
One Day,Hospital,office mat,Office Stuff,North East W03,South,South Atlantic,Florida,01-04-2014,Google,0.15,249.99,1.99,126.252,13,"2,169.00",2014
One Day,Hospital,organizer,Office Stuff,Central W05,South,East South Central,Tennessee,24-02-2012,Supply Comparer,0.15,59.22,0,-140.5488,6,271,2012
One Day,Hospital,organizer,Office Stuff,Central W05,South,South Atlantic,Florida,02-07-2010,Eco Storez,0.18,52.64,2.98,-6.7914,46,599,2010
One Day,Hospital,organizer,Office Stuff,South West W02,South,West South Central,Texas,09-01-2013,Google,0.06,81.04,2.23,534.6931,21,935,2013
